protocol_type,service,flag,src_bytes,dst_bytes,hot,count,srv_count,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,class
icmp,55,2,1094,329,0,1,2,0,138,146,0.49,0.04,0.01,0,normal
udp,45,2,145,105,0,2,2,0,255,2,0.01,0.59,0.95,0,normal
icmp,55,2,1020,333,0,1,2,0,92,151,0.53,0.07,0.01,0,normal
icmp,55,2,840,332,0,1,1,0,121,64,0.53,0.04,0.01,0.01,normal
icmp,25,2,193,2833,0,9,9,0,13,255,1,0,0.08,0,normal
icmp,50,1,0,0,0,1,1,0,53,1,0.02,1,0.02,0,anomaly
udp,12,2,31,0,0,1,11,0,255,37,0.15,0.08,0.15,0.01,normal
icmp,25,2,251,1721,0,7,7,0,255,255,1,0,0,0,normal
udp,45,2,516,4,0,497,497,0,255,255,1,0,1,0,normal
icmp,25,2,218,839,0,3,12,0,53,255,1,0,0.02,0,normal
udp,45,2,1,0,0,32,10,0.09,255,10,0.04,0.06,1,0,anomaly
icmp,25,2,345,1846,0,9,9,0,255,255,1,0,0,0.01,normal
icmp,20,4,0,0,0,76,16,0.05,255,36,0.14,0.06,0.01,1,anomaly
icmp,50,4,0,0,0,189,18,0.06,255,18,0.07,0.08,0,1,anomaly
icmp,25,2,330,318,0,2,4,0,93,255,1,0,0.01,0,normal
icmp,7,4,0,0,0,142,2,0.05,255,2,0.01,0.05,0,1,anomaly
icmp,25,2,201,2280,0,14,19,0,255,255,1,0,0,0,normal
icmp,20,2,329,1054,6,1,1,0,251,45,0.18,0.03,0,0,normal
udp,12,2,43,74,0,273,274,0.01,255,246,0.96,0.01,0,0,normal
icmp,61,2,99,2822,0,1,1,0,3,2,0.33,0.67,0.33,0,normal
icmp,50,4,0,0,0,111,8,0.06,255,14,0.05,0.05,0,1,anomaly
tcp,66,2,181,0,0,3,3,0,255,127,0.5,0.01,0.65,0,normal
icmp,50,4,0,0,0,187,18,0.06,255,3,0.01,0.08,0,1,anomaly
icmp,61,2,121,10269,0,1,1,0,136,2,0.01,0.04,0.01,0.01,normal
udp,12,2,44,127,0,111,172,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,125,10,0.07,255,10,0.04,0.08,0,1,anomaly
icmp,25,2,320,639,0,3,3,0,15,255,1,0,0.07,0,normal
icmp,50,4,0,0,0,164,2,0.07,255,19,0.07,0.08,0,1,anomaly
icmp,25,2,236,267,0,11,15,0,255,255,1,0,0,0,normal
icmp,20,2,1268,2451,28,1,1,0,254,82,0.32,0.02,0,0,anomaly
icmp,25,2,231,7648,0,9,39,0,30,255,1,0,0.03,0,normal
udp,45,2,516,4,0,261,261,0,255,255,1,0,1,0,normal
udp,12,2,42,42,0,1,1,0,255,241,0.95,0.01,0.01,0,normal
icmp,3,1,0,0,0,113,8,0.06,255,8,0.03,0.07,0,0,anomaly
icmp,20,2,937,2720,19,1,1,0,144,22,0.15,0.03,0.01,0,normal
icmp,67,4,0,0,0,126,2,0.06,255,7,0.03,0.06,0,1,anomaly
icmp,50,4,0,0,0,48,13,0.12,255,14,0.05,0.09,0,1,anomaly
icmp,45,2,167,0,0,1,1,0,157,1,0.01,0.05,0.36,0.03,normal
tcp,16,2,1480,0,0,4,4,0,88,4,0.05,0.05,0.05,0,anomaly
icmp,50,1,0,0,0,290,19,0.06,255,19,0.07,0.07,0,0,anomaly
icmp,25,2,195,622,0,4,4,0,255,255,1,0,0,0,normal
icmp,60,4,0,0,0,269,12,0.07,255,9,0.04,0.08,0,1,anomaly
tcp,15,2,18,0,0,1,1,0,1,80,1,0,1,0,anomaly
icmp,40,4,0,0,0,283,19,0.05,255,2,0.01,0.08,0,1,anomaly
icmp,57,1,0,0,0,230,8,0.07,255,8,0.03,0.08,0,0,anomaly
icmp,20,2,748,0,0,1,2,0,211,79,0.37,0.02,0.37,0,normal
udp,12,2,44,69,0,261,261,0,255,236,0.93,0.01,0,0,normal
udp,45,2,516,4,0,440,440,0,255,255,1,0,1,0,normal
icmp,50,4,0,0,0,132,8,0.06,255,15,0.06,0.07,0,1,anomaly
icmp,25,2,198,3487,0,2,3,0,43,255,1,0,0.02,0,normal
udp,45,2,146,0,0,4,1,0.75,255,2,0.01,0.6,0.89,0,normal
icmp,61,2,798,276683,0,1,1,0,255,37,0.15,0.06,0,0.57,normal
udp,50,2,1,0,0,16,4,0.12,255,49,0.19,0.21,1,0,anomaly
tcp,15,2,8,0,0,1,6,0,2,150,1,0,1,0,anomaly
udp,12,2,17,17,0,3,4,0,255,220,0.86,0.01,0.05,0,normal
icmp,25,2,54540,8314,2,6,6,0,255,255,1,0,0,0,anomaly
icmp,50,1,0,0,0,215,10,0.07,255,10,0.04,0.07,0,0,anomaly
tcp,15,2,8,0,0,1,49,0,1,153,1,0,1,0,anomaly
udp,12,2,45,132,0,68,148,0,255,239,0.94,0.01,0,0,normal
icmp,25,2,208,2324,0,39,40,0,255,255,1,0,0,0,normal
udp,45,2,1,0,0,19,1,0.53,255,1,0,0.29,0.82,0,anomaly
tcp,15,2,8,0,0,1,41,0,2,138,1,0,1,0,anomaly
udp,45,2,516,4,0,305,305,0,255,255,1,0,1,0,normal
icmp,32,4,0,0,0,115,14,0.06,255,14,0.05,0.07,0,1,anomaly
icmp,55,2,11200,328,0,1,3,0,15,86,0.87,0.13,0.07,0,normal
tcp,15,2,8,0,0,1,14,0,2,6,1,0,1,0,anomaly
icmp,25,2,283,1366,0,25,27,0,94,255,1,0,0.01,0,normal
udp,45,2,147,105,0,2,2,0,255,3,0.01,0.65,0.97,0,normal
icmp,61,4,0,0,0,54,10,0.07,255,50,0.2,0.03,0.01,1,anomaly
icmp,25,2,326,15525,0,3,3,0,13,193,1,0,0.08,0,normal
icmp,19,4,0,0,0,236,20,0.06,255,20,0.08,0.06,0,1,anomaly
icmp,35,4,0,0,0,7,2,0.43,255,17,0.07,0.07,0,1,anomaly
icmp,25,2,465,9067,0,2,2,0,255,255,1,0,0,0,normal
icmp,10,4,0,0,0,147,16,0.07,255,16,0.06,0.07,0,1,anomaly
udp,12,2,44,128,0,94,141,0,255,253,0.99,0.01,0,0,normal
icmp,55,2,2083,329,0,1,1,0,60,180,0.45,0.08,0.02,0,normal
icmp,25,2,208,281,0,15,15,0,15,255,1,0,0.07,0,normal
udp,12,2,45,45,0,110,110,0,255,201,0.79,0.01,0.01,0,normal
icmp,25,2,269,958,0,14,14,0,255,255,1,0,0,0,normal
icmp,25,2,308,1380,0,4,4,0,255,254,1,0.01,0,0,normal
icmp,25,9,236,29200,0,1,1,0,1,255,1,0,1,1,normal
icmp,25,2,182,1805,0,15,15,0,34,255,1,0,0.03,0,normal
icmp,25,2,215,12798,0,25,25,0,107,255,1,0,0.01,0,normal
icmp,3,4,0,0,0,229,16,0.05,255,16,0.06,0.06,0,1,anomaly
udp,12,2,43,78,0,147,149,0,255,231,0.91,0.01,0,0,normal
udp,12,2,42,42,0,13,27,0,255,255,1,0,0,0,normal
icmp,40,4,0,0,0,116,3,0.05,255,3,0.01,0.05,0,1,anomaly
udp,12,2,44,44,0,5,9,0.4,49,47,0.96,0.04,0.02,0,normal
icmp,50,1,0,0,0,79,9,0.08,255,9,0.04,0.06,0,0,anomaly
udp,12,2,46,136,0,91,152,0,255,255,1,0,0,0,normal
icmp,25,4,0,0,0,16,7,0.25,255,40,0.16,0.04,0.01,1,anomaly
icmp,50,4,0,0,0,130,12,0.06,33,4,0.12,0.15,0.03,1,anomaly
icmp,50,5,1,0,0,2,2,0,255,2,0.01,0.29,0.56,0,anomaly
icmp,61,2,88,1753,0,1,1,0,7,2,0.29,0.29,0.14,0,normal
icmp,25,2,241,396,0,6,6,0,255,255,1,0,0,0,normal
tcp,15,2,8,0,0,1,37,0,2,84,1,0,1,0,anomaly
udp,50,2,100,0,0,3,3,0,130,20,0.15,0.02,0.15,0,anomaly
icmp,69,4,0,0,0,203,19,0.06,255,17,0.07,0.06,0,1,anomaly
icmp,60,4,0,0,0,206,21,0.06,255,21,0.08,0.07,0,1,anomaly
udp,45,2,147,105,0,6,2,0.5,127,3,0.02,0.55,0.84,0,normal
udp,45,2,516,4,0,348,348,0,255,255,1,0,1,0,normal
icmp,50,4,0,0,0,111,3,0.07,255,3,0.01,0.09,0,1,anomaly
icmp,50,4,0,0,0,117,3,0.07,255,12,0.05,0.06,0,1,anomaly
icmp,20,2,7321,0,0,1,1,0,42,58,0.07,0.12,0.07,0,normal
icmp,20,2,374,0,0,5,5,0,255,11,0.04,0.07,0.04,0.89,normal
udp,12,2,43,43,0,229,229,0,255,255,1,0,0,0,normal
icmp,25,2,203,1777,0,1,1,0,11,255,1,0,0.09,0,normal
tcp,15,2,64,0,0,1,1,0,198,1,0.01,0.04,0.01,0.01,normal
icmp,55,2,1019,333,0,1,2,0,178,193,0.76,0.02,0.01,0,normal
icmp,50,4,0,0,0,69,9,0.06,255,9,0.04,0.07,0,1,anomaly
icmp,67,4,0,0,0,69,18,0.06,255,18,0.07,0.04,0,1,anomaly
udp,50,2,28,0,0,89,89,0,255,89,0.35,0.64,0.35,0,anomaly
icmp,50,4,0,0,0,269,14,0.06,255,11,0.04,0.07,0,1,anomaly
icmp,25,2,214,1215,0,5,20,0,255,255,1,0,0,0,normal
icmp,25,2,327,270,0,5,5,0,255,246,0.96,0.01,0,0,normal
tcp,15,2,8,0,0,1,20,0,1,25,1,0,1,0,anomaly
icmp,25,2,327,274,0,2,2,0,255,254,1,0.01,0,0,normal
icmp,20,2,7077,0,0,4,4,0,228,103,0.43,0.03,0.43,0,normal
icmp,5,1,0,0,0,201,1,0.06,255,1,0,0.07,0,0,anomaly
icmp,25,2,224,1415,0,10,10,0,255,255,1,0,0,0,normal
icmp,20,2,637,0,0,6,6,0,205,58,0.28,0.02,0.28,0,normal
icmp,50,4,0,0,0,101,2,0.06,255,2,0.01,0.05,0,1,anomaly
icmp,36,4,0,0,0,228,18,0.06,255,18,0.07,0.06,0,1,anomaly
icmp,25,2,202,279,0,5,6,0,44,255,1,0,0.02,0,normal
tcp,16,2,1032,0,0,423,423,0,255,255,1,0,1,0,anomaly
icmp,61,2,85,1736,0,1,1,0,255,51,0.2,0.02,0,0.55,normal
icmp,25,2,212,1108,0,5,5,0,255,255,1,0,0,0,normal
icmp,25,2,216,1353,0,3,3,0,76,255,1,0,0.01,0,normal
icmp,25,2,200,2498,0,13,13,0,80,255,1,0,0.01,0,normal
icmp,25,2,230,52465,0,1,9,0,255,255,1,0,0,0,normal
icmp,25,2,257,678,0,14,20,0,255,255,1,0,0,0.01,normal
icmp,50,4,0,0,0,233,10,0.07,255,4,0.02,0.06,0,1,anomaly
icmp,50,4,0,0,0,157,12,0.05,255,12,0.05,0.05,0,1,anomaly
icmp,50,1,0,0,0,209,1,1,255,1,0,0.84,0,0.01,anomaly
icmp,25,1,0,0,0,19,19,0,172,183,1,0,0.01,0.01,normal
icmp,25,2,252,712,0,34,34,0,139,237,1,0,0.01,0.01,normal
icmp,25,2,230,9986,0,3,38,0,31,255,1,0,0.03,0,normal
icmp,25,2,354,2771,0,1,12,0,83,255,1,0,0.01,0,normal
icmp,50,6,0,0,0,1,1,0,129,1,0.01,0.92,0.94,0.94,anomaly
icmp,25,2,269,2117,0,13,13,0,119,255,1,0,0.01,0,normal
icmp,25,2,255,310,0,12,17,0,255,255,1,0,0,0,normal
icmp,20,2,1190,2447,28,1,1,0,255,133,0.52,0.02,0,0,anomaly
icmp,50,5,0,0,0,1,1,0,255,1,0,0.4,0.38,0,anomaly
icmp,55,2,1848,434,0,1,1,0,23,98,0.57,0.13,0.04,0,normal
tcp,15,2,8,0,0,1,50,0,1,255,1,0,1,0,anomaly
icmp,55,2,1584,326,0,1,2,0,4,4,1,0,0.25,0,normal
udp,12,2,45,142,0,171,237,0.01,255,238,0.93,0.02,0,0,normal
icmp,25,2,324,2309,0,11,11,0,48,255,1,0,0.02,0,normal
icmp,19,4,0,0,0,19,5,0.21,255,64,0.25,0.02,0.02,1,anomaly
icmp,8,4,0,0,0,259,2,0.07,255,19,0.07,0.07,0,1,anomaly
udp,12,2,35,0,0,2,5,0,155,37,0.24,0.04,0.24,0,normal
icmp,50,4,0,0,0,209,8,0.06,255,8,0.03,0.06,0,1,anomaly
icmp,25,2,162,2532,0,2,2,0,34,255,1,0,0.03,0,normal
udp,50,2,28,0,0,46,46,0,255,146,0.57,0.43,0.57,0.09,anomaly
udp,12,2,45,45,0,141,141,0,255,255,1,0,0.01,0,normal
tcp,16,2,1032,0,0,511,511,0,255,10,0.04,0.26,0.04,0,anomaly
udp,12,2,46,142,0,91,171,0,255,253,0.99,0.01,0,0,normal
tcp,66,2,181,0,0,5,3,0.4,255,86,0.34,0.01,0.42,0,normal
icmp,25,7,242,80476,0,2,4,0,2,156,1,0,0.5,0.5,normal
icmp,50,4,0,0,0,250,17,0.06,255,17,0.07,0.05,0,1,anomaly
icmp,30,4,0,0,0,259,14,0.07,255,14,0.05,0.07,0,1,anomaly
icmp,50,4,0,0,0,1,1,0,255,13,0.05,0.07,0,1,anomaly
icmp,25,2,269,745,0,1,11,0,30,255,1,0,0.03,0,normal
icmp,67,4,0,0,0,125,1,0.06,255,6,0.02,0.06,0,1,anomaly
tcp,15,2,8,0,0,1,47,0,2,18,1,0,1,0,anomaly
udp,12,2,43,83,0,182,183,0.01,255,241,0.95,0.01,0,0,normal
icmp,50,4,0,0,0,231,15,0.06,255,21,0.08,0.07,0,1,anomaly
icmp,25,2,292,2828,0,17,28,0,42,255,1,0,0.02,0,normal
icmp,50,4,0,0,0,19,18,0.11,255,18,0.07,0.07,0,1,anomaly
icmp,55,2,723,393,0,2,3,0,255,5,0.02,0.06,0,0,normal
tcp,16,2,1032,0,0,446,446,0,255,255,1,0,1,0,anomaly
icmp,69,4,0,0,0,219,8,0.07,255,8,0.03,0.07,0,1,anomaly
icmp,25,2,199,293,0,9,9,0,131,255,1,0,0.01,0.01,normal
icmp,20,2,11,0,0,1,1,0,255,53,0.21,0.02,0.21,0.4,normal
icmp,37,1,0,0,0,205,3,0.07,255,20,0.08,0.07,0,0,anomaly
udp,12,2,44,80,0,176,176,0,255,235,0.92,0.01,0,0,normal
icmp,25,2,246,2038,0,14,27,0,255,255,1,0,0,0.01,normal
icmp,55,2,591,275,0,1,1,0,255,163,0.64,0.03,0,0,normal
icmp,25,2,316,2965,0,6,6,0,255,255,1,0,0,0,normal
icmp,25,2,217,5949,0,8,8,0,8,255,1,0,0.12,0,normal
icmp,67,4,0,0,0,274,18,0.06,255,18,0.07,0.06,0,1,anomaly
icmp,55,2,644,334,0,1,4,0,153,191,0.74,0.03,0.01,0,normal
tcp,66,2,182,0,0,1,1,0,255,15,0.06,0.01,0.07,0,normal
icmp,41,4,0,0,0,118,13,0.07,255,13,0.05,0.07,0,1,anomaly
icmp,50,1,0,0,0,154,1,1,255,1,0,0.79,0,0.03,anomaly
icmp,25,2,293,13599,0,21,21,0,255,255,1,0,0,0,normal
udp,50,2,100,0,0,2,2,0,80,10,0.12,0.03,0.12,0,anomaly
icmp,25,2,144,9534,0,1,1,0,116,255,1,0,0.01,0,normal
icmp,25,2,162,10384,0,1,1,0,10,255,1,0,0.1,0,normal
icmp,50,4,0,0,0,12,1,0.42,255,17,0.07,0.08,0,1,anomaly
icmp,25,2,251,1917,0,2,47,0,43,255,1,0,0.02,0.02,normal
icmp,19,4,0,0,0,292,22,0.04,255,22,0.09,0.05,0,1,anomaly
udp,12,2,45,135,0,141,221,0,255,255,1,0,0,0,normal
icmp,25,2,346,11327,0,15,15,0,145,255,1,0,0.01,0,normal
icmp,25,2,206,1214,0,12,12,0,255,255,1,0,0,0,normal
icmp,25,2,226,1110,0,6,6,0,41,255,1,0,0.02,0,normal
icmp,24,4,0,0,0,243,6,0.06,255,6,0.02,0.07,0,1,anomaly
icmp,20,2,0,640,0,1,7,0,48,6,0.02,0.1,0.02,0,normal
icmp,25,2,344,10839,0,1,1,0,1,255,1,0,1,0,normal
icmp,25,2,326,276,0,5,5,0,255,247,0.97,0.01,0,0,normal
udp,12,2,46,129,0,251,251,0,255,252,0.99,0.01,0,0,normal
icmp,41,4,0,0,0,148,13,0.05,255,13,0.05,0.05,0,1,anomaly
icmp,42,1,0,0,0,108,17,0.07,255,17,0.07,0.07,0,0,anomaly
icmp,3,4,0,0,0,284,18,0.06,255,18,0.07,0.08,0,1,anomaly
udp,12,2,44,79,0,74,152,0,255,211,0.83,0.01,0,0,normal
icmp,32,4,0,0,0,61,1,0.07,255,1,0,0.05,0,1,anomaly
icmp,50,1,0,0,0,509,1,1,255,1,0,1,0,0.04,anomaly
icmp,25,2,205,1788,0,16,17,0,77,255,1,0,0.01,0.01,normal
icmp,20,2,305,0,0,2,3,0,102,38,0.37,0.03,0.37,0,normal
icmp,20,2,1692,0,0,2,2,0,255,3,0.01,0.06,0.01,0.99,normal
icmp,45,5,1,0,0,2,2,0,255,2,0.01,0.68,1,0,anomaly
icmp,69,4,0,0,0,206,3,0.07,255,3,0.01,0.08,0,1,anomaly
icmp,61,2,588,20138,0,1,1,0,255,31,0.12,0.37,0,0.37,normal
tcp,15,2,8,0,0,1,29,0,2,40,1,0,1,0,anomaly
udp,12,2,44,85,0,142,142,0,255,202,0.79,0.01,0,0,normal
icmp,25,2,300,1400,0,44,46,0,180,255,1,0,0.01,0,normal
udp,12,2,44,79,0,176,177,0.01,255,235,0.92,0.01,0,0,normal
icmp,25,2,291,593,0,6,6,0,255,255,1,0,0,0,normal
icmp,3,4,0,0,0,102,11,0.05,255,11,0.04,0.05,0,1,anomaly
icmp,38,4,0,0,0,264,10,0.06,255,10,0.04,0.07,0,1,anomaly
icmp,50,1,0,0,0,2,1,1,255,1,0,0.55,0.5,0.03,anomaly
icmp,25,2,218,759,0,24,28,0,255,255,1,0,0,0,normal
icmp,6,1,0,0,0,267,14,0.07,255,14,0.05,0.07,0,0,anomaly
icmp,25,2,206,658,0,8,10,0,9,255,1,0,0.11,0,normal
udp,12,2,43,125,0,171,248,0.01,173,134,0.77,0.02,0.01,0,normal
icmp,25,1,0,0,0,1,1,0,3,255,1,0,0.33,0,normal
udp,12,2,46,78,0,178,178,0,255,255,1,0,0.01,0,normal
icmp,25,2,285,8955,0,8,8,0,126,255,1,0,0.01,0,normal
icmp,3,4,0,0,0,216,6,0.08,255,6,0.02,0.09,0,1,anomaly
icmp,55,9,0,0,0,1,1,0,86,147,0.81,0.03,0.01,0.05,normal
icmp,7,1,0,0,0,116,17,0.06,255,17,0.07,0.06,0,0,anomaly
icmp,55,2,1754,328,0,1,3,0,150,192,0.61,0.02,0.01,0,normal
udp,12,2,44,150,0,133,215,0,255,254,1,0.01,0,0,normal
icmp,20,2,10389,0,0,7,7,0,51,81,0.63,0.08,0.63,0,normal
icmp,38,4,0,0,0,235,9,0.06,255,10,0.04,0.07,0,1,anomaly
icmp,39,1,0,0,0,180,15,0.07,255,15,0.06,0.07,0,0,anomaly
icmp,25,2,325,12884,0,11,11,0,215,215,1,0,0.01,0,normal
tcp,66,2,78,0,0,16,7,0.12,255,7,0.03,0.01,0.03,0,normal
udp,12,2,45,45,0,137,137,0,255,255,1,0,0.01,0,normal
icmp,60,1,0,0,0,2,1,1,255,1,0,1,1,0,anomaly
icmp,25,2,234,421,0,3,3,0,255,255,1,0,0,0,normal
icmp,25,2,181,2047,0,3,8,0,24,27,1,0,0.04,0,normal
icmp,10,4,0,0,0,243,20,0.06,255,20,0.08,0.06,0,1,anomaly
icmp,20,2,26408,0,0,9,9,0,109,96,0.28,0.03,0.28,0,normal
icmp,50,4,0,0,0,105,14,0.06,181,14,0.08,0.1,0.01,1,anomaly
icmp,50,4,0,0,0,205,18,0.06,255,20,0.08,0.08,0,1,anomaly
icmp,55,2,1681,375,0,1,1,0,136,166,0.53,0.03,0.01,0,normal
icmp,50,5,1,0,0,2,2,0,255,2,0.01,0.68,1,0,anomaly
icmp,25,2,296,1645,0,5,5,0,255,255,1,0,0,0,normal
icmp,25,2,284,634,0,25,28,0,25,255,1,0,0.04,0,normal
icmp,50,4,0,0,0,142,15,0.06,255,5,0.02,0.06,0,1,anomaly
udp,50,2,105,147,0,9,2,0.22,255,226,0.89,0.01,0.01,0,normal
icmp,24,1,0,0,0,300,20,0.06,255,20,0.08,0.08,0,0,anomaly
icmp,61,2,282,7589,0,1,1,0,41,15,0.37,0.1,0.02,0,normal
icmp,20,2,245,0,0,2,2,0,83,59,0.08,0.86,0.07,0,normal
icmp,25,2,299,181,0,4,6,0,255,255,1,0,0,0,normal
icmp,5,2,9,38,0,2,1,1,255,13,0.05,0.02,0,0,normal
icmp,25,2,276,10861,0,3,5,0,5,255,1,0,0.2,0.2,normal
tcp,15,2,8,0,0,1,34,0,1,101,1,0,1,0,anomaly
icmp,25,2,265,8646,0,1,1,0,1,255,1,0,1,0,normal
icmp,50,4,0,0,0,265,15,0.06,255,6,0.02,0.09,0,1,anomaly
icmp,20,2,567,0,0,1,1,0,158,126,0.62,0.04,0.62,0,normal
icmp,55,2,631,329,0,1,1,0,21,244,0.86,0.1,0.05,0,normal
udp,12,2,46,80,0,222,221,0.01,255,254,1,0.01,0.01,0,normal
icmp,22,4,0,0,0,220,13,0.08,255,13,0.05,0.07,0,1,anomaly
icmp,14,3,0,0,0,268,10,0.06,255,10,0.04,0.08,0,0,anomaly
icmp,9,4,0,0,0,142,3,0.06,255,3,0.01,0.07,0,1,anomaly
icmp,50,4,0,0,0,255,4,0.06,255,7,0.03,0.07,0,1,anomaly
icmp,25,2,225,2538,0,23,23,0,23,255,1,0,0.04,0.04,normal
icmp,25,2,226,2819,0,5,5,0,255,255,1,0,0,0,normal
icmp,25,2,346,570,0,5,5,0,125,255,1,0,0.01,0,normal
icmp,50,1,0,0,0,33,10,0.09,255,7,0.03,0.07,0,0,anomaly
icmp,56,4,0,0,0,251,7,0.06,255,7,0.03,0.07,0,1,anomaly
icmp,25,2,283,285,0,18,18,0,255,255,1,0,0,0,normal
tcp,66,2,182,0,0,2,1,1,255,10,0.04,0.01,0.04,0,normal
icmp,20,2,10389,0,0,18,18,0,39,125,0.62,0.08,0.62,0,normal
icmp,25,2,316,3433,0,11,11,0,78,255,1,0,0.01,0,normal
icmp,25,2,312,25925,0,3,33,0,125,255,1,0,0.01,0,normal
icmp,25,2,213,33514,0,1,6,0,3,251,1,0,0.33,0,normal
tcp,15,2,8,0,0,1,39,0,1,141,1,0,1,0,anomaly
icmp,25,2,284,1051,0,3,17,0,8,255,1,0,0.12,0,normal
udp,12,2,45,45,0,156,156,0,255,255,1,0,0.01,0,normal
udp,45,2,146,105,0,2,2,0,255,2,0.01,0.39,0.74,0,normal
icmp,25,2,54540,8314,2,2,3,0,141,141,1,0,0.01,0,anomaly
icmp,25,2,337,1112,0,3,6,0,255,255,1,0,0,0,normal
icmp,59,4,0,0,0,112,3,0.06,255,6,0.02,0.07,0,1,anomaly
icmp,50,4,0,0,0,292,13,0.06,255,11,0.04,0.06,0,1,anomaly
icmp,19,4,0,0,0,50,15,0.08,255,55,0.22,0.03,0,1,anomaly
icmp,61,2,691,23036,0,1,1,0,255,36,0.14,0.24,0,0.24,normal
icmp,61,2,2225,35841,0,1,1,0,255,1,0,0.02,0,0,normal
tcp,15,2,8,0,0,1,4,0,2,28,1,0,1,0,anomaly
icmp,39,4,0,0,0,133,18,0.06,255,18,0.07,0.09,0,1,anomaly
icmp,25,2,314,309,0,2,2,0,255,255,1,0,0,0,normal
udp,45,2,147,105,0,5,1,0.6,255,1,0,0.65,0.91,0,normal
icmp,6,4,0,0,0,249,3,0.07,255,3,0.01,0.07,0,1,anomaly
icmp,25,2,210,706,0,28,28,0,255,255,1,0,0,0,normal
icmp,50,4,0,0,0,130,12,0.05,255,12,0.05,0.06,0,1,anomaly
icmp,50,4,0,0,0,107,11,0.06,255,13,0.05,0.06,0,1,anomaly
icmp,25,2,319,17905,0,16,16,0,120,255,1,0,0.01,0,normal
udp,50,2,105,146,0,1,1,0,128,111,0.87,0.02,0.01,0,normal
icmp,25,2,237,1484,0,13,13,0,255,255,1,0,0,0,normal
tcp,16,2,520,0,0,441,441,0,183,183,1,0,1,0,anomaly
icmp,24,4,0,0,0,136,8,0.06,255,2,0.01,0.06,0,1,anomaly
icmp,25,2,335,383,0,9,9,0,34,255,1,0,0.03,0,normal
icmp,61,2,251,38322,0,1,1,0,255,55,0.22,0.02,0,0.5,normal
icmp,25,2,245,1205,0,3,3,0,255,255,1,0,0,0,normal
udp,12,2,43,133,0,42,95,0,255,254,1,0.01,0,0,normal
udp,12,2,46,142,0,95,175,0,255,255,1,0,0,0,normal
icmp,61,2,835,1639484,0,1,1,0,47,4,0.09,0.06,0.02,0,normal
udp,12,2,45,140,0,52,202,0,192,196,0.79,0.02,0.7,0,normal
icmp,25,2,216,5095,0,28,37,0,104,255,1,0,0.01,0,normal
udp,50,2,28,0,0,36,36,0,255,36,0.14,0.01,0.14,0,anomaly
icmp,50,4,0,0,0,93,15,0.05,255,15,0.06,0.06,0,1,anomaly
icmp,19,4,0,0,0,35,9,0.11,115,34,0.25,0.03,0.03,1,anomaly
icmp,42,4,0,0,0,146,6,0.05,255,4,0.02,0.07,0,1,anomaly
icmp,55,2,1566,385,0,1,1,0,255,55,0.22,0.02,0,0.58,normal
icmp,8,4,0,0,0,217,2,0.06,255,2,0.01,0.07,0,1,anomaly
icmp,50,5,1,0,0,2,2,0,255,2,0.01,0.73,1,0,anomaly
icmp,50,1,0,0,0,352,1,1,255,1,0,1,0,0.03,anomaly
icmp,50,4,0,0,0,110,11,0.05,166,11,0.07,0.06,0.01,1,anomaly
icmp,25,2,273,5189,0,1,1,0,40,255,1,0,0.03,0.03,normal
udp,45,2,516,4,0,403,403,0,255,255,1,0,1,0,normal
icmp,24,4,0,0,0,256,8,0.05,255,8,0.03,0.05,0,1,anomaly
icmp,25,2,226,1787,0,9,9,0,219,255,1,0,0,0,normal
icmp,25,2,221,1259,0,5,6,0,5,255,1,0,0.2,0,normal
udp,12,2,44,71,0,273,272,0.01,255,254,1,0.01,0,0,normal
icmp,55,2,2541,328,0,1,2,0,120,130,0.55,0.06,0.01,0.01,normal
icmp,20,2,16,0,0,2,2,0,255,59,0.23,0.02,0.04,0.66,normal
icmp,12,4,0,0,0,235,19,0.07,255,20,0.08,0.08,0,1,anomaly
icmp,48,4,0,0,0,225,13,0.07,255,15,0.06,0.07,0,1,anomaly
icmp,25,2,313,25519,0,2,2,0,255,255,1,0,0,0,normal
icmp,59,1,0,0,0,261,16,0.07,255,16,0.06,0.07,0,0,anomaly
icmp,50,1,0,0,0,154,1,0.99,255,1,0,0.61,0,0.02,anomaly
icmp,25,2,302,2507,0,5,6,0,48,37,0.77,0.06,0.02,0,normal
icmp,55,2,654,326,0,1,1,0,40,239,0.82,0.05,0.03,0,normal
icmp,25,2,245,255,0,20,65,0,255,255,1,0,0,0,normal
udp,12,2,32,48,0,5,11,0,32,234,1,0,1,0,normal
udp,12,2,46,132,0,23,85,0,255,181,0.71,0.01,0,0,normal
tcp,16,2,1032,0,0,511,511,0,255,194,0.76,0.02,0.76,0,anomaly
tcp,16,2,520,0,0,446,446,0,194,194,1,0,1,0,anomaly
udp,45,2,147,105,0,1,1,0,255,2,0.01,0.56,0.89,0,normal
udp,45,2,146,0,0,1,1,0,255,3,0.01,0.4,0.8,0,normal
tcp,15,2,8,0,0,1,24,0,1,38,1,0,1,0,anomaly
icmp,20,2,334,0,0,1,1,0,11,21,1,0,1,0,anomaly
tcp,15,2,8,0,0,1,28,0,2,88,1,0,1,0,anomaly
icmp,25,2,220,434,0,10,17,0,255,255,1,0,0,0,normal
udp,45,2,145,0,0,11,1,0.27,255,1,0,0.62,0.9,0,normal
